user_id,amount,time_delta,device_type,ip_region,is_fraud
1686,4304.231197270654,40567,web,OTHER,0
1973,5415.98297914195,63074,web,EU,0
1083,3914.3401608201752,36177,pos,EU,0
1021,2364.3045634388855,83082,web,US,0
1458,373.2837168446369,30290,mobile,US,0
1538,634.1051033070197,50412,mobile,US,1
1706,478.3603215643724,69627,web,EU,0
1848,1850.5912472654277,15363,mobile,IN,0
1381,1400.8267831890178,13784,pos,EU,0
1747,4036.015628235298,44163,pos,OTHER,0
1439,6101.343002005529,35750,mobile,EU,1
1603,1037.916843048227,3555,mobile,OTHER,0
1988,1411.8592714420738,58569,pos,US,0
1020,7116.8505588332055,18774,web,OTHER,0
1302,646.5879418689652,73695,pos,US,0
1975,3144.1953879795988,66551,web,IN,0
1868,510.40369790006423,46296,mobile,US,0
1954,2288.015171031595,30332,mobile,US,0
1083,585.0291340377893,45641,web,IN,0
1773,4303.7387058994245,64878,web,US,0
1658,1648.690338177272,46970,pos,US,0
1952,411.4267880700308,42987,web,US,0
1452,508.157227758966,7586,mobile,EU,0
1386,1361.841243800029,4123,mobile,OTHER,0
1506,6519.501140251109,16839,mobile,US,0
1256,2936.242739749475,17302,web,EU,0
1569,1340.0712160693824,23108,web,US,0
1891,824.1311201755833,57358,mobile,OTHER,0
1933,1593.7668913806713,55212,web,US,0
1526,2759.518192547263,66026,pos,OTHER,0
1161,3064.29263384455,66521,pos,EU,0
1956,784.9263952276093,17345,web,EU,0
1162,2554.22902794605,57203,web,US,0
1831,2144.6542606478583,14960,mobile,IN,0
1792,6393.85159782123,38752,web,OTHER,0
1791,5349.916378763617,1870,mobile,US,0
1523,3115.393030153349,44265,pos,EU,0
1785,2570.327316798105,30269,web,US,0
1270,640.5251037845915,84565,pos,OTHER,0
1491,3741.1541845295537,39607,web,US,0
1207,1115.5050128429566,13551,web,OTHER,0
1538,635.5694018299417,5703,mobile,EU,0
1583,969.5386404221399,78564,mobile,IN,0
1059,3614.9911498865786,61746,web,IN,0
1429,321.82447848605915,24460,web,EU,0
1984,1218.1957564764275,56783,mobile,EU,0
1656,1355.956011030425,6033,pos,US,0
1604,74.63482217023814,1826,web,EU,0
1308,435.68035207469035,77091,mobile,EU,0
1519,3505.9518791263667,48102,web,OTHER,0
1590,3552.9622231601993,60110,mobile,US,0
1026,691.7952677769074,12471,pos,OTHER,0
1685,4157.239512442862,3771,web,US,0
1561,2954.9161625656398,27269,web,US,0
1198,1082.2517626661277,30,pos,IN,0
1386,2759.8799414200516,30084,web,IN,0
1348,6505.621884980263,8959,web,EU,0
1959,1228.5600554018756,8807,web,US,0
1939,544.7389655857457,32163,mobile,EU,0
1692,5688.306940913191,74733,mobile,OTHER,0
1535,1851.3910803480699,34890,web,EU,0
1827,222.45575106406594,27703,pos,OTHER,0
1377,1700.4574429999855,35778,pos,IN,0
1898,1388.619269689594,52972,web,IN,0
1915,3870.182289293698,7740,mobile,OTHER,0
1557,1513.0056128458366,24600,mobile,OTHER,0
1526,589.3662033815372,36828,web,OTHER,0
1152,2251.8275957123287,76822,mobile,EU,0
1733,1564.2866628859758,68447,mobile,OTHER,0
1205,530.6533295851241,80211,pos,US,0
1454,1704.8854823030654,83891,web,OTHER,0
1272,3446.732027074209,23040,mobile,IN,0
1893,57.974022002096724,44930,mobile,OTHER,0
1235,1993.110054187152,43885,mobile,IN,0
1851,860.2899185969313,25147,web,IN,0
1739,692.5200099844062,45820,web,EU,0
1520,997.0951184789783,83163,mobile,OTHER,0
1677,837.1695847918037,82633,pos,IN,0
1943,3570.431135168217,31309,pos,US,0
1955,642.6095626165749,13055,web,OTHER,0
1830,2642.159810254917,79607,pos,OTHER,0
1725,197.56400372278137,52019,mobile,IN,0
1500,6048.11422124554,26251,web,EU,0
1116,1947.3981981567254,14414,web,EU,0
1385,2453.2452860718013,77392,pos,OTHER,0
1343,707.755810301124,38922,web,OTHER,0
1583,1062.385154135874,71124,pos,EU,0
1394,506.63442973623387,74364,pos,EU,0
1063,5392.324857065937,25786,mobile,US,0
1716,1339.2693459959594,56866,pos,OTHER,0
1720,1990.9282614929798,6862,pos,OTHER,0
1071,2650.5643293069925,76341,web,OTHER,0
1788,927.5854056048604,13980,mobile,EU,0
1273,2546.6575873153947,66834,mobile,IN,0
1989,2253.977167388144,358,pos,US,0
1319,2446.034908262133,47202,web,EU,0
1337,1343.6713851360205,54255,web,EU,0
1365,965.5695457089457,82161,web,US,0
1494,502.26880151106946,10797,mobile,OTHER,0
1606,3481.6729087011827,23239,mobile,IN,0
1165,1874.7736279564767,50979,pos,US,0
1543,1175.2412633237825,40884,pos,IN,0
1010,5764.660992929778,85479,web,OTHER,0
1300,98.04188785884631,69397,pos,IN,0
1728,3796.5338875175835,4448,web,OTHER,0
1800,12050.119557041346,20524,mobile,EU,0
1101,4359.710596750247,64080,pos,OTHER,0
1424,3326.063339777053,64824,web,US,0
1391,937.7876694912927,49290,mobile,US,0
1778,526.1459049370055,4850,web,OTHER,0
1213,2654.923076878418,24719,pos,OTHER,0
1690,726.4652724689463,73003,web,EU,0
1087,387.2658163747168,60978,mobile,EU,0
1552,3088.4794094712965,27136,pos,OTHER,0
1400,749.5138912395107,30263,mobile,IN,0
1587,4917.115217418481,34788,pos,EU,0
1888,3673.086663424948,15690,web,US,0
1045,3763.0226001518618,39861,mobile,EU,0
1671,2953.048524134566,50345,mobile,EU,0
1462,4255.271686237036,67892,web,EU,0
1591,3277.186581558655,51659,mobile,EU,0
1309,1845.1778658115286,65870,mobile,OTHER,0
1085,701.4502686585224,35331,mobile,EU,0
1091,4382.251901498031,80313,mobile,IN,0
1659,3672.7224808901997,60065,web,EU,0
1672,1280.6515330843822,27015,mobile,EU,0
1713,79.72550531715052,34564,mobile,US,0
1935,2035.2284114016666,15271,mobile,EU,0
1927,103.84351771592515,31280,pos,US,0
1241,5214.961257320798,3658,pos,US,0
1864,6521.024250926085,68774,web,OTHER,0
1001,420.1835596584808,1028,web,US,0
1224,2256.4285400630615,14200,web,US,0
1800,193.61440961268337,44955,mobile,IN,0
1744,2615.091530358748,79318,pos,IN,0
1972,853.23755372715,15121,pos,US,0
1925,2285.4425572026416,56813,web,OTHER,0
1928,933.2236054437202,5984,pos,IN,0
1588,314.63556923726804,66630,web,IN,0
1115,1042.1222582470302,70326,mobile,OTHER,0
1665,239.08459943690255,2913,pos,EU,0
1917,1720.2143846417734,47880,mobile,IN,0
1102,83.62733077137233,21874,mobile,US,0
1193,1498.6719487484813,14333,pos,US,0
1165,4349.591633794217,16565,web,US,0
1870,3638.7539327199447,77796,pos,OTHER,0
1089,4287.434534994456,20527,mobile,US,0
1685,5103.344632801761,65482,web,EU,0
1121,220.80840041209615,52776,mobile,OTHER,0
1142,275.6462128798355,16007,web,IN,0
1993,1628.4017463860375,21644,pos,OTHER,0
1105,4488.116746107676,63129,mobile,US,0
1886,7326.381038885746,42524,web,OTHER,0
1427,94.73238341324333,70221,web,OTHER,0
1304,879.4116269267835,73391,pos,OTHER,0
1871,478.78534896580607,52785,web,OTHER,0
1970,2820.8942001727464,59702,web,EU,0
1316,2044.3798326038682,17947,mobile,OTHER,0
1962,255.41228530728682,13128,pos,US,0
1634,1321.4454322926977,29405,pos,IN,0
1901,2313.1642053318,17402,mobile,EU,0
1008,3019.233969316671,15429,mobile,OTHER,0
1773,40.51298851579449,64373,mobile,IN,0
1072,4423.1058103231535,11972,web,EU,0
1358,1684.6005255175817,85505,pos,US,0
1222,3341.6600038060033,16566,pos,US,0
1415,3299.874397375992,6830,pos,IN,0
1552,421.0782939151545,76024,web,OTHER,0
1369,233.45445700460442,35436,pos,IN,0
1715,2555.1473310020656,81824,pos,EU,0
1263,340.21748069602785,38942,pos,IN,0
1839,3793.406695445382,42460,pos,IN,0
1689,2590.6379175298825,47977,mobile,OTHER,0
1859,3688.1111350193796,79200,web,US,0
1317,710.5309599978647,9177,pos,OTHER,0
1083,761.3442023166159,51517,pos,US,0
1317,2224.742357226579,15073,pos,OTHER,0
1110,63.9019899300986,71053,pos,US,0
1250,2592.8835216023663,19690,pos,OTHER,0
1382,3613.133973029265,18600,mobile,US,0
1006,1072.8462121523796,82046,mobile,US,0
1458,2895.3085621554997,35389,web,US,0
1083,383.80077608829544,50604,web,US,0
1207,777.9842529859471,74737,pos,OTHER,0
1899,7322.914845739357,25790,pos,EU,0
1389,8584.83605563376,77433,mobile,US,0
1313,1437.3610102877715,52283,web,US,0
1021,5444.393328189136,33465,pos,US,0
1409,1479.348662393118,67807,pos,US,0
1894,689.4592290961951,41995,pos,US,0
1514,620.9443793393691,81597,web,IN,0
1126,5304.4469992929635,25595,mobile,IN,0
1808,378.5627741819007,52564,mobile,US,0
1699,1733.25170172318,80353,pos,US,0
1873,1621.7232434202097,28387,pos,US,0
1013,2691.23929302458,66653,pos,EU,0
1970,1383.2682816632412,17541,pos,OTHER,0
1977,635.6933977471574,33757,pos,US,0
1011,371.20546705893855,43427,web,EU,1
1086,1939.4821942706567,5588,mobile,EU,0
1523,2538.735432857286,83749,web,US,0
1908,1685.714768337551,81340,web,OTHER,0
1536,2681.5048544093356,49040,pos,IN,0
1300,305.1865920749652,10270,web,US,0
1242,4282.126635011551,6089,mobile,US,0
1121,1746.4409734895717,42045,pos,IN,0
1146,271.2819224411885,27082,mobile,OTHER,0
1566,1239.515405687247,61389,web,IN,0
1749,3725.974874499834,10544,pos,US,0
1355,4556.998859913957,3006,mobile,US,0
1684,614.816058971032,37204,mobile,EU,0
1903,2484.4976456799673,16221,pos,IN,0
1732,210.68824821495187,32697,mobile,EU,0
1630,68.24288565612629,79684,pos,EU,0
1308,1643.7753532201168,46382,pos,EU,0
1694,2373.756696852063,47985,web,EU,0
1287,3177.1807916312964,77,mobile,IN,0
1306,831.6862633373057,18947,pos,IN,0
1811,13.093587989287345,83493,web,IN,0
1593,1306.0047010352216,23472,web,US,0
1965,31.961114004779947,61532,pos,OTHER,0
1913,192.9876835874862,38739,pos,EU,0
1722,791.0959591720238,40721,mobile,US,0
1661,1149.5625835826268,24441,mobile,IN,0
1548,655.5349023180952,11863,mobile,IN,0
1351,1743.9031389161728,68274,pos,US,0
1311,113.88113466111734,21789,web,EU,0
1872,312.3247277071907,25523,web,IN,0
1058,2376.5821541125447,70186,pos,EU,0
1642,306.63071600653365,69405,mobile,EU,0
1923,2042.0540046628116,52290,web,OTHER,0
1713,112.473345025786,7825,web,IN,0
1754,1046.4114813542417,7800,mobile,US,0
1034,390.5934713550811,85407,web,OTHER,0
1444,232.25045686109493,45148,mobile,EU,0
1092,1674.1865326398956,82923,web,US,0
1949,5271.527136173939,8615,web,OTHER,0
1958,112.69006152473804,25148,web,OTHER,0
1206,1094.8210213492835,76638,mobile,OTHER,0
1352,2458.8235486706503,20915,web,EU,0
1902,1242.3520687132734,63700,web,EU,0
1331,3284.913632742533,9616,web,IN,0
1816,396.03698122778934,50786,pos,OTHER,0
1861,6417.564128788279,57812,web,US,0
1724,972.7949630946599,79018,web,EU,0
1158,835.7930163605341,46899,mobile,OTHER,0
1953,4152.585720020329,55506,mobile,US,0
1956,1659.616218805051,76032,pos,EU,0
1023,1453.1777114500323,147,mobile,US,0
1403,2596.4052124392365,40276,mobile,US,0
1804,1734.2119496148653,15978,mobile,IN,0
1515,354.7053915287961,41566,pos,EU,0
1731,2242.928573078365,33946,pos,EU,0
1363,286.5145100879717,2595,web,EU,0
1381,3278.3278222452223,76611,web,EU,0
1531,9158.341774435652,57656,mobile,IN,0
1955,947.6622896131195,27432,web,IN,0
1151,1176.6948777401528,82685,web,OTHER,0
1561,95.09255275135082,27572,pos,EU,0
1688,27.656721326473022,65972,pos,US,0
1946,5087.259201201294,61798,web,IN,0
1607,275.3635538506719,43938,web,US,0
1616,1180.3825986530853,59644,web,US,0
1419,3378.636358372338,82055,mobile,US,0
1249,4402.201840018158,60052,pos,OTHER,0
1116,1465.4302787712797,67903,web,OTHER,0
1865,1664.9680414970558,77904,web,EU,0
1511,2215.410847164861,76991,mobile,IN,0
1739,6508.097928495598,75205,pos,EU,0
1577,1845.9760220540722,68952,mobile,OTHER,0
1334,1639.5773409965623,75769,mobile,OTHER,0
1417,29.281580998277104,29040,web,US,0
1931,168.8288538377538,25569,mobile,EU,0
1773,1721.5778379380395,37460,mobile,US,0
1294,5505.270653629671,7670,web,OTHER,0
1937,4030.176301346505,83817,pos,EU,0
1754,8100.148967066968,84986,web,EU,0
1370,1500.849479724967,35517,pos,IN,0
1185,3101.6865905461336,62485,mobile,OTHER,0
1245,3670.1733419389316,68198,mobile,OTHER,0
1636,2088.4280860550552,23334,web,IN,0
1267,827.2463019089017,55612,web,OTHER,0
1642,1269.675167877683,47942,web,US,0
1236,3902.688787113555,38876,mobile,US,0
1529,709.2054021276336,12699,mobile,US,0
1551,5147.295571605722,61827,pos,EU,0
1020,522.226582221019,31409,web,US,0
1910,2768.7237803447206,78846,mobile,OTHER,0
1736,1991.5297218110836,15134,pos,IN,0
1866,2769.3868156256935,73747,web,US,0
1793,1150.186398541183,36127,web,US,0
1519,5395.439366859944,33044,pos,EU,0
1099,2001.9126469862463,4079,pos,OTHER,0
1751,680.1858194609533,53907,pos,IN,0
1477,2034.7379184399647,11138,mobile,OTHER,0
1598,676.0309457756478,29351,web,US,0
1297,695.2389708869086,4699,web,OTHER,0
1939,1020.3134004933377,33133,pos,IN,0
1525,3826.9109382899655,10166,mobile,US,0
1333,1387.4862137535006,795,pos,OTHER,0
1001,2272.010601686212,13647,mobile,IN,0
1374,995.0546793288587,5871,web,US,0
1292,611.9784333555365,30737,web,US,0
1836,6186.256325391422,58085,mobile,OTHER,0
1933,1850.5683393625418,16212,web,EU,0
1552,5434.727028844636,59539,web,EU,0
1317,454.83786096938195,7378,pos,IN,0
1501,317.74332811152055,8862,mobile,OTHER,0
1827,3873.4258467309596,17822,web,IN,0
1380,2284.6093765823543,78489,web,OTHER,0
1622,413.01170536226687,74584,mobile,IN,0
1013,627.6680138160604,26954,web,IN,0
1503,3225.526285030726,36802,mobile,OTHER,0
1230,1209.7914189283388,18278,mobile,EU,0
1984,2220.6037316942834,83763,pos,IN,0
1083,766.4838317712511,22629,mobile,OTHER,0
1129,960.043132136673,82247,pos,OTHER,0
1742,9358.184362003582,27803,web,OTHER,0
1837,569.0197840800829,63498,mobile,US,0
1144,1412.2880579048517,84321,pos,OTHER,0
1890,3720.9634528327033,69815,mobile,OTHER,1
1856,546.8305607911216,53703,web,US,0
1027,1073.0177891305427,28678,pos,US,0
1065,1909.4981657226065,7501,pos,EU,0
1162,1312.4279769440016,4016,pos,OTHER,0
1228,1230.5296707625284,58813,web,IN,0
1260,900.4325337701637,7827,pos,US,0
1448,1766.9034065312794,9202,web,US,0
1423,1958.3156901109983,29049,web,EU,0
1459,2118.5305183401624,19942,mobile,EU,0
1951,145.93317228594074,80642,web,EU,0
1675,1994.1025126733248,58419,pos,OTHER,0
1300,6125.33362035693,65690,pos,OTHER,0
1918,1557.350162829954,41542,web,OTHER,0
1302,2512.407339414452,49940,web,US,0
1286,1627.1628400231507,70423,mobile,EU,0
1394,3858.468594657601,23951,mobile,US,0
1009,5306.6438221766575,67804,pos,IN,0
1706,407.2208895345944,20643,web,OTHER,0
1629,1148.454157641923,66507,pos,US,0
1269,996.4181001166843,41608,web,IN,0
1591,1039.1109811511958,31289,pos,US,0
1969,268.2612727912843,82866,pos,IN,0
1604,3359.889494278163,14451,pos,US,0
1777,72.84305453532176,5619,web,US,0
1843,1502.5130195977626,34264,mobile,OTHER,0
1861,2168.6992990535955,67584,mobile,US,0
1360,465.04842002142,74901,web,US,1
1256,4725.7361284587805,28795,mobile,EU,0
1132,3647.1097404121997,13092,pos,US,0
1275,1273.8502768976775,68423,web,OTHER,0
1775,1059.1639671383537,15162,web,US,0
1682,539.8622476980636,4159,mobile,OTHER,0
1971,2618.616452782134,27664,mobile,EU,0
1512,282.53689231821807,85382,pos,OTHER,0
1312,2280.3550801943657,6734,web,EU,0
1575,3696.113507984977,32002,mobile,EU,0
1885,518.7635304709207,39129,web,EU,0
1979,4026.2203008709444,49631,pos,EU,0
1283,67.78213678438325,9330,pos,EU,0
1120,4878.812591062647,53106,pos,OTHER,0
1106,251.94799301009718,63437,web,EU,0
1932,2075.556617657845,69580,web,EU,0
1686,575.5840740991762,14243,web,EU,0
1996,3622.525550566687,27134,web,EU,0
1203,1436.111112604436,24741,web,EU,0
1164,290.60928948523366,30977,pos,IN,0
1304,1692.557425976667,40068,pos,US,0
1496,1048.1007403390577,11232,pos,US,0
1631,2166.1540756820714,66106,mobile,EU,0
1555,4272.502739146811,3329,pos,EU,0
1823,1053.195813667104,25262,web,IN,0
1155,684.6445321444137,25263,pos,EU,0
1366,29.242938250481874,3281,mobile,IN,0
1718,1710.5748946243089,84684,mobile,US,0
1901,1029.2482158672801,31743,mobile,OTHER,0
1619,938.8850742221966,3591,mobile,US,0
1250,404.0740422816214,50227,mobile,OTHER,0
1956,1124.4320393890805,13571,web,OTHER,0
1915,8326.354639489018,9534,pos,OTHER,0
1881,706.9434556417865,82284,web,EU,0
1333,1831.1040765913992,13367,web,IN,0
1641,2996.5703401537844,76369,mobile,OTHER,0
1968,2765.862630419266,28326,pos,IN,0
1510,797.299632595942,34799,pos,US,0
1292,1887.6326351159255,39454,pos,OTHER,0
1019,4099.993612588808,22850,mobile,US,0
1281,31.135964724565994,55944,web,IN,0
1796,1144.4602797285677,6158,pos,IN,0
1000,507.9103279631398,30179,web,US,0
1118,984.1133695760246,82538,pos,IN,0
1034,1075.673003498578,29031,pos,US,0
1197,2746.1322015536784,51135,pos,IN,0
1484,197.03876685818017,65730,pos,EU,0
1756,1437.274224692904,8165,mobile,US,0
1058,1661.119811290488,86379,mobile,OTHER,1
1836,1363.060255362661,1120,web,OTHER,0
1160,2632.5909478745725,13352,mobile,OTHER,0
1690,968.3390051421823,56064,pos,IN,0
1205,5799.646860153642,72077,web,US,0
1011,1314.8013082785994,45163,web,IN,0
1489,1693.5942164380567,31761,web,OTHER,0
1275,3492.014382064509,49679,pos,EU,0
1692,643.8186810411204,47629,pos,OTHER,0
1241,156.3599495956686,40740,web,OTHER,0
1215,2460.5239002051912,29739,mobile,OTHER,0
1250,1319.4706723296715,46922,pos,EU,0
1810,4536.449478375553,61069,pos,EU,0
1125,8111.792377850731,23582,mobile,US,0
1993,1018.6846174262365,21486,web,EU,0
1216,1073.7883372548451,36295,mobile,US,0
1305,1048.370948287217,53002,pos,EU,0
1796,784.7644560378571,1635,web,US,0
1184,3043.6518278993326,43970,web,OTHER,0
1038,2845.8815252400705,94,mobile,EU,0
1222,1302.6476780240314,28371,pos,IN,0
1183,91.3785083242158,19751,pos,IN,0
1494,740.8503836187598,16473,web,US,0
1426,691.4786175546326,18935,pos,EU,1
1177,3332.9399812180886,43775,web,EU,0
1918,183.30003427476086,39126,web,IN,0
1427,3276.450428856872,66982,web,EU,0
1293,2212.383796133615,39104,pos,EU,0
1851,2636.8337844337193,83751,mobile,US,0
1150,1132.0185219406771,60086,web,OTHER,0
1383,2277.1555252247163,56544,mobile,IN,0
1637,1878.2434982406994,16939,mobile,OTHER,0
1812,2930.5036743887513,77493,mobile,EU,0
1307,1183.9623030348132,51587,mobile,EU,0
1335,1280.4478052412449,58025,mobile,US,0
1945,2063.269741029866,39688,web,OTHER,0
1745,228.75205296740575,71130,pos,OTHER,0
1891,1146.2690810458948,26208,mobile,US,0
1374,7147.593563013771,49355,pos,OTHER,0
1007,76.55114560323655,37311,pos,US,0
1340,759.6085323177084,48961,web,US,0
1128,754.0755004150279,61263,mobile,EU,0
1775,2007.317722634418,13404,pos,EU,0
1668,223.6524342656814,13066,pos,EU,0
1351,1980.6498874595675,26802,mobile,US,0
1357,199.72960215843815,29231,web,EU,0
1516,199.5382365430765,72707,web,IN,0
1494,2605.2550946184606,83943,mobile,IN,0
1085,783.5243684504326,29969,pos,EU,0
1174,7581.642548242209,42518,web,US,0
1801,76.13686235639614,53240,web,IN,0
1192,1177.9587411704722,32656,pos,EU,0
1310,240.1271279374254,62772,pos,IN,0
1118,865.8133139093019,45985,pos,IN,0
1217,12665.039219844379,11050,pos,IN,0
1426,4393.614540135593,72322,mobile,OTHER,0
1969,99.06213573794446,64814,pos,IN,0
1413,1656.815420621825,4656,web,EU,0
1113,2087.2388298420374,83995,pos,IN,0
1977,470.26684671054244,72455,pos,EU,0
1144,313.55459065207447,68973,mobile,IN,0
1537,4694.770284516606,21433,mobile,IN,0
1647,6935.728587371127,65897,pos,OTHER,0
1302,9630.01958696396,70136,mobile,IN,0
1743,3119.0279608698497,42937,mobile,EU,0
1880,2178.3265594180098,13751,mobile,OTHER,0
1587,848.471108284076,27988,mobile,OTHER,0
1986,376.0314251234138,26166,pos,IN,0
1839,164.54835639950963,50542,mobile,IN,0
1344,2363.753908139506,24347,mobile,US,0
1813,3071.663273169036,3515,web,IN,0
1963,3502.621164889041,24839,pos,US,0
1800,4901.358379100697,27560,mobile,EU,0
1000,4239.353477438386,59208,web,IN,0
1146,16519.46847739749,16386,mobile,IN,0
1286,559.5971539579263,18318,pos,US,0
1975,2881.9878708028355,394,web,US,0
1653,1765.99970972278,24882,web,OTHER,0
1052,605.5782427764317,27956,pos,OTHER,0
1303,8024.274865907217,58309,web,IN,0
1068,4563.567983075374,58015,web,EU,0
1360,275.1147857835775,65431,mobile,OTHER,0
1601,53.013115351896055,72032,web,OTHER,0
1957,2331.625578391234,59597,pos,OTHER,0
1219,1853.341985993699,1714,mobile,US,0
1961,5491.990928243623,20429,web,IN,0
1703,533.1600231269992,62161,mobile,US,0
1965,176.32505584482018,66172,pos,EU,0
1574,600.0905896013203,80730,web,US,0
1584,38.21812238091677,60844,pos,IN,0
1160,73.10547321292788,23004,pos,US,0
1680,4926.865097324706,80170,web,EU,0
1088,867.7803464759511,42078,web,IN,0
1687,1058.009742346163,26731,mobile,IN,0
1780,37.085018414879656,72982,pos,IN,0
1584,630.8515355327421,79818,web,IN,0
1756,3266.7029904436704,72139,pos,EU,0
1588,1911.5759567854661,65574,web,IN,0
1158,2803.0645500462447,28870,pos,EU,0
1488,1185.5677271114905,31077,mobile,EU,0
1970,741.3426522555533,86006,pos,US,0
1323,1318.6902952085402,25095,web,US,0
1609,780.3779741374569,26818,mobile,IN,0
1380,3652.3428126931676,10556,mobile,OTHER,0
1101,706.7143806723309,70657,web,OTHER,0
1493,2156.2294555125004,80215,mobile,IN,0
1643,294.63997647559756,50194,pos,EU,0
1613,2322.2512835902694,4716,pos,US,0
1018,4890.5961375772895,34163,web,IN,0
1453,1875.9643724266248,38459,pos,IN,0
1481,1641.3038486680314,3141,web,EU,0
1593,6494.461507227129,74175,mobile,US,0
1396,1974.481151730046,17384,pos,OTHER,0
1278,600.9955092942563,17719,web,OTHER,0
1850,691.7272628578885,76161,pos,IN,0
1364,2443.639858970968,57400,mobile,IN,0
1330,2659.3486715554536,21864,mobile,IN,0
1640,723.3641511346282,71627,pos,IN,0
1343,847.2906768592557,11378,mobile,IN,0
1821,9433.658489350824,83032,web,OTHER,0
1454,215.06474392975463,60524,pos,IN,0
1600,1037.1949209382171,14871,pos,US,0
1724,128.9651119619821,57488,mobile,EU,0
1654,3441.6146910399743,19301,web,OTHER,0
1064,193.78370565973015,55952,pos,EU,0
1075,2241.7609274131582,67640,pos,EU,0
1710,116.2826914081964,72127,mobile,IN,0
1142,2234.7037937340037,42981,mobile,EU,0
1916,3703.489664156314,32051,web,US,0
1914,1017.7268566759283,2922,web,IN,0
1827,1476.818424245577,70271,mobile,OTHER,0
1604,1026.796988204496,85294,web,US,0
1472,714.7468288610381,30329,mobile,OTHER,0
1416,3251.779007852164,60821,pos,IN,0
1304,634.915532272933,23139,mobile,IN,0
1735,2567.067099136725,81574,mobile,OTHER,0
1496,461.84011838646404,12095,mobile,EU,0
1290,574.9743057752125,65265,pos,OTHER,0
1939,820.3357855028728,9029,web,US,0
1101,1779.0852343274908,15433,web,EU,0
1985,1211.8201616802,43820,web,IN,0
1266,2734.1195536146183,81123,mobile,US,0
1866,480.4962590980132,5313,mobile,US,0
1967,21.459290334044397,25974,web,IN,0
1621,2997.2020848974066,55306,pos,EU,0
1973,3448.007264562675,28974,pos,IN,0
1841,122.64507721274732,44391,pos,US,0
1961,1887.8764627537923,16100,pos,US,0
1941,950.2953829468245,49957,mobile,US,0
1776,3158.7454205053887,14064,web,IN,0
1002,4149.537818045673,81920,pos,OTHER,0
1084,3807.668507749372,9606,mobile,US,0
1793,3002.999669248836,77905,mobile,US,0
1327,626.826540265211,72965,mobile,EU,0
1815,3341.4529721489125,51206,web,OTHER,0
1449,1524.9022404455684,15818,mobile,EU,0
1453,108.39842460694298,2421,web,US,0
1923,1221.0667002003024,84449,web,OTHER,0
1628,5700.077378317855,69854,web,EU,0
1220,4376.002779238425,27729,web,IN,0
1153,215.75910709180621,57859,mobile,EU,0
1664,2726.1456461219186,49090,mobile,OTHER,0
1011,3277.6599765203496,84258,mobile,EU,0
1132,633.2283659015606,28965,pos,OTHER,0
1993,1275.835853283386,76993,pos,OTHER,0
1303,2482.573733402022,42241,web,EU,0
1292,1156.216662624332,83450,web,EU,0
1974,239.36274015689895,12676,web,IN,0
1299,2447.5514870800353,60050,web,EU,0
1739,4852.642143663025,81665,web,OTHER,0
1782,2113.893335820585,48437,pos,US,0
1042,2972.6780492587004,40214,web,EU,0
1943,887.4636641601505,28112,mobile,EU,0
1342,404.7177273204634,4285,web,OTHER,0
1325,2058.771394054121,17586,mobile,US,0
1813,794.3130578134158,65040,mobile,IN,0
1497,3933.276259892443,7132,mobile,US,0
1363,261.6485203823971,43383,mobile,OTHER,0
1890,1136.4282448519855,33528,web,OTHER,0
1426,1010.7728874844148,30937,web,OTHER,0
1020,5562.979754204233,53442,web,OTHER,0
1406,332.42749530088395,54599,web,US,0
1618,19.79125122331631,79221,web,US,0
1335,543.8411147591037,20643,pos,US,0
1814,3432.6754440460963,69908,mobile,EU,0
1116,469.7284821754632,12652,mobile,OTHER,0
1123,551.1857212209804,1666,pos,EU,0
1398,278.2915149468125,6919,pos,EU,0
1792,2513.5956179907976,23008,web,EU,0
1803,143.36623929200846,75731,web,IN,0
1714,804.5652621148382,25036,mobile,EU,0
1050,663.9611132112708,76750,web,OTHER,0
1782,1620.0800092002853,22212,mobile,EU,0
1323,2621.7524639116436,54588,web,OTHER,0
1788,1522.3229250297802,26867,web,IN,0
1140,5348.051110282843,7345,mobile,US,0
1469,6050.018953054739,68738,pos,OTHER,0
1786,897.1586069872567,70289,pos,EU,0
1801,3007.278372083283,62547,web,OTHER,0
1333,2684.9483548278113,10328,pos,EU,0
1892,4469.191161230513,48660,web,US,0
1963,1188.2102736880004,45798,pos,OTHER,0
1372,1512.0597453892274,71628,pos,EU,0
1563,1074.9358429192132,27609,mobile,OTHER,0
1493,3799.271885172284,28286,pos,US,0
1538,521.9564708409142,48635,web,US,0
1668,548.1082543231754,40290,mobile,US,0
1750,932.3582354910847,18008,pos,OTHER,0
1155,523.6201995563337,25258,mobile,OTHER,0
1290,1646.5428774547154,85055,pos,EU,0
1647,288.8729469224985,29785,web,US,0
1143,771.8727407621917,38589,web,EU,0
1105,4893.943490686396,44222,mobile,OTHER,0
1419,1052.6417150833731,21379,pos,IN,0
1669,2758.5081364360894,4697,pos,US,0
1657,240.86301085631993,34636,mobile,EU,1
1001,568.8800222781496,58544,mobile,US,0
1944,3293.714957736695,81260,web,EU,0
1588,2879.330667212643,19208,mobile,EU,0
1643,976.0286443217326,27525,pos,IN,0
1089,6175.559253814125,28555,mobile,OTHER,0
1344,4830.231748116459,11818,web,US,0
1349,6556.230110153559,55259,mobile,OTHER,0
1458,1116.9343113894151,62583,pos,EU,0
1262,439.9810139882147,169,mobile,OTHER,0
